imc,age,sexe,bpm_max,bpm_moyen,bpm_repos,duree_seance_minutes,type_sport,pourcentage_gras,consommation_eau_ml,niveau_experience
-1.0971238432336126,0.3999789085254659,1.019029734192905,-1.3799798103670202,-0.13456055381289142,1.2559113839817095,0.481168500687584,0.9753421176801886,-0.10612024647580023,1.0790676073729535,0.2830350395877611
-1.006276689868746,-1.4512407471399622,-0.9813256340277678,0.1758659656223966,0.8664842938426421,1.3839817240729353,1.78547289679768,0.9753421176801886,-0.17190709120404707,0.6312115822958287,-1.0090528271814831
0.7164545146798262,0.5609545307572422,-0.9813256340277678,0.1758659656223966,0.7997479706656065,0.6155596835255809,1.78547289679768,0.9753421176801886,0.4201745113501762,0.6312115822958287,0.2830350395877611
-1.7143819840005248,-1.4512407471399622,1.019029734192905,-1.2071080574793072,1.6005838487900335,-0.7932140574779022,-0.1709836973674644,0.9753421176801886,-1.1093696285815684,-0.8616418346279207,1.5751229063570054
1.0091853518081875,-0.7268504470969686,-0.9813256340277678,-0.8613645517038813,1.4003748792589268,-1.4335657579340308,1.1061476904903382,0.9753421176801886,-1.6192176752254828,1.2283529490653284,1.5751229063570054
2.8713757099808612,-1.0488016915605212,-0.9813256340277678,0.1758659656223966,1.2001659097278201,-0.40900303720422504,0.3453034594261156,-1.0252812647714415,-0.40216104775291217,0.034070215526328995,0.2830350395877611
0.223627099600392,0.48046671964135407,1.019029734192905,-0.25631341659688583,0.19912106207228644,-0.2809326971129993,-0.7416168706656313,0.9753421176801886,0.798448868537597,-0.5630711512431708,0.2830350395877611
0.5864303552613459,0.5609545307572422,-0.9813256340277678,0.5216094713978225,0.7997479706656065,0.10327832316067792,-0.1709836973674644,0.9753421176801886,0.5846416231707939,1.0790676073729535,-1.0090528271814831
-0.6523345848212567,0.8829057752207949,1.019029734192905,-0.25631341659688583,0.5328026779574643,1.3839817240729353,-0.1709836973674644,0.9753421176801886,-0.10612024647580023,-1.6080685430897952,0.2830350395877611
0.39594460896189043,1.5268082641479004,1.019029734192905,0.8673529771732484,0.265857385249322,1.3839817240729353,0.3996494759307031,0.9753421176801886,1.2589567816353266,0.4819262406034538,-1.0090528271814831
-1.3242138752688466,1.2853448308002358,1.019029734192905,0.0894300891785401,1.6005838487900335,1.2559113839817095,0.26378443466923474,0.9753421176801886,0.6833218902631647,-1.6080685430897952,-1.0090528271814831
2.0989488592456707,-0.48538701374930404,-0.9813256340277678,1.2130964829486743,-0.3347695233439981,0.10327832316067792,-0.7144438624133378,-1.0252812647714415,0.8806824244479058,0.18335555721870392,0.2830350395877611
1.9088269408550944,-0.3244113915175277,-0.9813256340277678,0.34873771851010954,-0.13456055381289142,1.1278410438904838,-2.100267283280315,-1.0252812647714415,0.45306793371429965,0.33264089891107884,-1.0090528271814831
